Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
L6GF6Z26CV7BM,2026-01-28,7,102.5,75.0,13
L6GF6Z26CV7BM,2026-01-28,8,115.0,104.35,15
L6GF6Z26CV7BM,2026-01-28,9,146.45,133.3,21
L6GF6Z26CV7BM,2026-01-28,10,154.4,141.4,20
L6GF6Z26CV7BM,2026-01-28,11,225.5,220.05,29
L6GF6Z26CV7BM,2026-01-28,12,283.95,215.95,34
L6GF6Z26CV7BM,2026-01-28,13,441.4,428.85,46
L6GF6Z26CV7BM,2026-01-28,14,308.5,258.6,32
L6GF6Z26CV7BM,2026-01-28,15,222.45,193.35,26
L6GF6Z26CV7BM,2026-01-28,16,303.0,244.0,33
L6GF6Z26CV7BM,2026-01-28,17,256.95,225.2,31
L6GF6Z26CV7BM,2026-01-28,18,116.0,112.4,18
L6GF6Z26CV7BM,2026-01-28,19,134.45,129.95,14
