Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
L6GF6Z26CV7BM,2026-01-23,8,355.8,336.9,42
L6GF6Z26CV7BM,2026-01-23,9,239.5,206.8,24
L6GF6Z26CV7BM,2026-01-23,10,330.9,282.45,34
L6GF6Z26CV7BM,2026-01-23,11,196.0,170.5,21
L6GF6Z26CV7BM,2026-01-23,12,238.95,214.95,31
L6GF6Z26CV7BM,2026-01-23,13,395.85,374.75,56
L6GF6Z26CV7BM,2026-01-23,14,489.9,457.55,51
L6GF6Z26CV7BM,2026-01-23,15,342.35,318.3,47
L6GF6Z26CV7BM,2026-01-23,16,387.4,369.25,45
L6GF6Z26CV7BM,2026-01-23,17,282.95,274.7,30
L6GF6Z26CV7BM,2026-01-23,18,437.35,413.9,34
L6GF6Z26CV7BM,2026-01-23,19,227.95,229.7,29
L6GF6Z26CV7BM,2026-01-23,20,19.5,19.5,2
