Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
L6GF6Z26CV7BM,2026-03-16,7,45.0,28.8,5
L6GF6Z26CV7BM,2026-03-16,8,115.0,119.85,19
L6GF6Z26CV7BM,2026-03-16,9,75.95,79.7,12
L6GF6Z26CV7BM,2026-03-16,10,139.45,112.65,13
L6GF6Z26CV7BM,2026-03-16,11,104.0,100.5,15
L6GF6Z26CV7BM,2026-03-16,12,252.65,234.85,27
L6GF6Z26CV7BM,2026-03-16,13,247.45,245.9,31
L6GF6Z26CV7BM,2026-03-16,14,208.95,178.9,18
L6GF6Z26CV7BM,2026-03-16,15,117.5,98.55,14
L6GF6Z26CV7BM,2026-03-16,16,193.85,189.6,20
L6GF6Z26CV7BM,2026-03-16,17,82.0,69.8,11
L6GF6Z26CV7BM,2026-03-16,18,125.0,118.0,12
L6GF6Z26CV7BM,2026-03-16,19,183.45,171.3,18
