Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
L6GF6Z26CV7BM,2026-02-17,7,28.0,18.0,3
L6GF6Z26CV7BM,2026-02-17,8,56.0,45.0,7
L6GF6Z26CV7BM,2026-02-17,9,119.0,86.0,14
L6GF6Z26CV7BM,2026-02-17,10,88.5,80.5,12
L6GF6Z26CV7BM,2026-02-17,11,131.5,106.8,18
L6GF6Z26CV7BM,2026-02-17,12,190.5,181.3,23
L6GF6Z26CV7BM,2026-02-17,13,227.45,188.6,29
L6GF6Z26CV7BM,2026-02-17,14,291.45,240.05,30
L6GF6Z26CV7BM,2026-02-17,15,270.95,233.35,31
L6GF6Z26CV7BM,2026-02-17,16,286.5,255.0,28
L6GF6Z26CV7BM,2026-02-17,17,222.45,197.3,26
L6GF6Z26CV7BM,2026-02-17,18,177.45,161.45,21
L6GF6Z26CV7BM,2026-02-17,19,94.0,83.8,9
