Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
L6GF6Z26CV7BM,2026-03-08,8,120.4,114.45,11
L6GF6Z26CV7BM,2026-03-08,9,130.0,99.85,9
L6GF6Z26CV7BM,2026-03-08,10,194.45,163.15,21
L6GF6Z26CV7BM,2026-03-08,11,294.9,293.0,40
L6GF6Z26CV7BM,2026-03-08,12,443.9,428.0,54
L6GF6Z26CV7BM,2026-03-08,13,282.0,279.8,39
L6GF6Z26CV7BM,2026-03-08,14,494.5,464.0,59
L6GF6Z26CV7BM,2026-03-08,15,393.0,360.0,36
L6GF6Z26CV7BM,2026-03-08,16,271.5,226.0,33
L6GF6Z26CV7BM,2026-03-08,17,303.5,284.45,35
L6GF6Z26CV7BM,2026-03-08,18,267.4,215.85,25
L6GF6Z26CV7BM,2026-03-08,19,63.5,35.0,2
