Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
L6GF6Z26CV7BM,2026-03-21,8,113.0,104.3,13
L6GF6Z26CV7BM,2026-03-21,9,68.5,48.25,7
L6GF6Z26CV7BM,2026-03-21,10,267.45,262.8,33
L6GF6Z26CV7BM,2026-03-21,11,288.0,274.25,44
L6GF6Z26CV7BM,2026-03-21,12,418.75,415.3,52
L6GF6Z26CV7BM,2026-03-21,13,577.25,572.15,76
L6GF6Z26CV7BM,2026-03-21,14,849.9,837.55,97
L6GF6Z26CV7BM,2026-03-21,15,791.45,785.1,95
L6GF6Z26CV7BM,2026-03-21,16,673.35,636.05,78
L6GF6Z26CV7BM,2026-03-21,17,800.9,798.95,81
L6GF6Z26CV7BM,2026-03-21,18,338.45,320.9,42
L6GF6Z26CV7BM,2026-03-21,19,168.5,162.85,22
