Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
L6GF6Z26CV7BM,2026-03-24,7,42.0,45.75,7
L6GF6Z26CV7BM,2026-03-24,8,180.0,168.0,18
L6GF6Z26CV7BM,2026-03-24,9,252.5,228.5,15
L6GF6Z26CV7BM,2026-03-24,10,151.5,138.7,22
L6GF6Z26CV7BM,2026-03-24,11,74.95,69.41,10
L6GF6Z26CV7BM,2026-03-24,12,260.4,260.85,27
L6GF6Z26CV7BM,2026-03-24,13,217.95,189.25,27
L6GF6Z26CV7BM,2026-03-24,14,331.0,322.85,38
L6GF6Z26CV7BM,2026-03-24,15,182.45,160.3,22
L6GF6Z26CV7BM,2026-03-24,16,200.0,188.75,27
L6GF6Z26CV7BM,2026-03-24,17,97.0,98.0,16
L6GF6Z26CV7BM,2026-03-24,18,141.5,130.0,14
L6GF6Z26CV7BM,2026-03-24,19,84.0,69.5,12
