Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
L6GF6Z26CV7BM,2026-03-26,7,92.0,80.25,11
L6GF6Z26CV7BM,2026-03-26,8,140.5,145.35,22
L6GF6Z26CV7BM,2026-03-26,9,140.0,119.0,18
L6GF6Z26CV7BM,2026-03-26,10,137.9,131.9,18
L6GF6Z26CV7BM,2026-03-26,11,244.9,229.26,26
L6GF6Z26CV7BM,2026-03-26,12,208.0,160.9,22
L6GF6Z26CV7BM,2026-03-26,13,354.4,298.8,38
L6GF6Z26CV7BM,2026-03-26,14,256.9,210.25,30
L6GF6Z26CV7BM,2026-03-26,15,222.3,222.91,29
L6GF6Z26CV7BM,2026-03-26,16,266.0,251.9,36
L6GF6Z26CV7BM,2026-03-26,17,122.5,97.45,16
L6GF6Z26CV7BM,2026-03-26,18,173.5,177.85,25
L6GF6Z26CV7BM,2026-03-26,19,233.5,215.0,22
