Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
L6GF6Z26CV7BM,2026-03-17,7,39.0,33.0,6
L6GF6Z26CV7BM,2026-03-17,8,59.0,54.5,9
L6GF6Z26CV7BM,2026-03-17,9,111.95,100.45,17
L6GF6Z26CV7BM,2026-03-17,10,119.4,99.91,15
L6GF6Z26CV7BM,2026-03-17,11,132.5,128.75,18
L6GF6Z26CV7BM,2026-03-17,12,162.0,133.3,20
L6GF6Z26CV7BM,2026-03-17,13,121.95,112.95,18
L6GF6Z26CV7BM,2026-03-17,14,161.95,146.85,18
L6GF6Z26CV7BM,2026-03-17,15,132.0,133.3,19
L6GF6Z26CV7BM,2026-03-17,16,186.95,172.05,25
L6GF6Z26CV7BM,2026-03-17,17,210.0,189.3,28
L6GF6Z26CV7BM,2026-03-17,18,243.0,247.1,23
L6GF6Z26CV7BM,2026-03-17,19,170.5,163.75,21
L6GF6Z26CV7BM,2026-03-17,20,11.5,11.5,2
