Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
L6GF6Z26CV7BM,2026-02-08,7,5.0,0.0,0
L6GF6Z26CV7BM,2026-02-08,8,71.0,46.35,7
L6GF6Z26CV7BM,2026-02-08,9,76.0,50.0,8
L6GF6Z26CV7BM,2026-02-08,10,272.45,259.3,28
L6GF6Z26CV7BM,2026-02-08,11,317.95,310.3,40
L6GF6Z26CV7BM,2026-02-08,12,648.45,646.7,71
L6GF6Z26CV7BM,2026-02-08,13,662.95,619.95,85
L6GF6Z26CV7BM,2026-02-08,14,451.45,476.85,63
L6GF6Z26CV7BM,2026-02-08,15,418.45,420.55,56
L6GF6Z26CV7BM,2026-02-08,16,439.5,418.95,58
L6GF6Z26CV7BM,2026-02-08,17,275.9,221.2,32
L6GF6Z26CV7BM,2026-02-08,18,180.4,190.4,18
L6GF6Z26CV7BM,2026-02-08,19,5.0,0.0,0
