Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
L6GF6Z26CV7BM,2026-03-11,7,78.5,62.0,8
L6GF6Z26CV7BM,2026-03-11,8,139.5,140.3,23
L6GF6Z26CV7BM,2026-03-11,9,225.0,210.25,20
L6GF6Z26CV7BM,2026-03-11,10,115.0,90.85,12
L6GF6Z26CV7BM,2026-03-11,11,119.0,105.85,13
L6GF6Z26CV7BM,2026-03-11,12,148.95,127.6,18
L6GF6Z26CV7BM,2026-03-11,13,243.0,209.85,28
L6GF6Z26CV7BM,2026-03-11,14,200.95,193.55,27
L6GF6Z26CV7BM,2026-03-11,15,210.45,203.9,29
L6GF6Z26CV7BM,2026-03-11,16,144.95,141.8,21
L6GF6Z26CV7BM,2026-03-11,17,245.45,198.5,24
L6GF6Z26CV7BM,2026-03-11,18,124.0,130.0,19
L6GF6Z26CV7BM,2026-03-11,19,151.5,159.4,20
