Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
L6GF6Z26CV7BM,2026-02-07,8,55.0,41.0,5
L6GF6Z26CV7BM,2026-02-07,9,103.4,89.2,13
L6GF6Z26CV7BM,2026-02-07,10,142.0,130.85,17
L6GF6Z26CV7BM,2026-02-07,11,253.9,241.1,36
L6GF6Z26CV7BM,2026-02-07,12,348.0,307.7,42
L6GF6Z26CV7BM,2026-02-07,13,541.4,498.7,56
L6GF6Z26CV7BM,2026-02-07,14,673.95,595.3,65
L6GF6Z26CV7BM,2026-02-07,15,553.85,555.25,71
L6GF6Z26CV7BM,2026-02-07,16,472.5,444.2,53
L6GF6Z26CV7BM,2026-02-07,17,387.3,335.8,30
L6GF6Z26CV7BM,2026-02-07,18,201.95,192.35,26
L6GF6Z26CV7BM,2026-02-07,19,106.5,98.5,11
