Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LWVAYYMFT3XKP,2025-10-18,8,15.0,15.0,2
LWVAYYMFT3XKP,2025-10-18,9,119.0,65.95,9
LWVAYYMFT3XKP,2025-10-18,10,242.0,222.0,28
LWVAYYMFT3XKP,2025-10-18,11,483.5,409.05,51
LWVAYYMFT3XKP,2025-10-18,12,426.5,415.35,53
LWVAYYMFT3XKP,2025-10-18,13,486.5,453.4,56
LWVAYYMFT3XKP,2025-10-18,14,456.0,438.35,53
LWVAYYMFT3XKP,2025-10-18,15,390.0,356.25,46
LWVAYYMFT3XKP,2025-10-18,16,311.0,301.75,33
LWVAYYMFT3XKP,2025-10-18,17,239.0,214.15,28
LWVAYYMFT3XKP,2025-10-18,18,19.5,19.5,1
