Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LWVAYYMFT3XKP,2026-03-17,7,8.5,0.0,0
LWVAYYMFT3XKP,2026-03-17,8,116.95,84.95,11
LWVAYYMFT3XKP,2026-03-17,9,273.9,185.6,23
LWVAYYMFT3XKP,2026-03-17,10,181.0,152.85,22
LWVAYYMFT3XKP,2026-03-17,11,231.0,177.1,22
LWVAYYMFT3XKP,2026-03-17,12,333.0,278.25,41
LWVAYYMFT3XKP,2026-03-17,13,607.9,590.5,76
LWVAYYMFT3XKP,2026-03-17,14,364.85,344.65,49
LWVAYYMFT3XKP,2026-03-17,15,288.45,243.0,36
LWVAYYMFT3XKP,2026-03-17,16,221.45,165.75,23
LWVAYYMFT3XKP,2026-03-17,17,169.5,162.25,23
LWVAYYMFT3XKP,2026-03-17,18,3.5,3.5,1
