Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LWVAYYMFT3XKP,2026-03-11,8,162.95,133.95,21
LWVAYYMFT3XKP,2026-03-11,9,207.4,134.05,19
LWVAYYMFT3XKP,2026-03-11,10,161.4,137.6,20
LWVAYYMFT3XKP,2026-03-11,11,270.5,239.75,24
LWVAYYMFT3XKP,2026-03-11,12,365.4,325.91,42
LWVAYYMFT3XKP,2026-03-11,13,555.0,511.8,70
LWVAYYMFT3XKP,2026-03-11,14,292.5,260.15,34
LWVAYYMFT3XKP,2026-03-11,15,321.45,281.8,37
LWVAYYMFT3XKP,2026-03-11,16,196.5,187.3,23
LWVAYYMFT3XKP,2026-03-11,17,102.0,89.85,12
LWVAYYMFT3XKP,2026-03-11,18,9.5,0.0,0
