Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LWVAYYMFT3XKP,2026-01-20,8,162.0,143.5,11
LWVAYYMFT3XKP,2026-01-20,9,216.95,137.45,19
LWVAYYMFT3XKP,2026-01-20,10,184.5,165.15,21
LWVAYYMFT3XKP,2026-01-20,11,178.9,167.9,21
LWVAYYMFT3XKP,2026-01-20,12,320.95,303.95,42
LWVAYYMFT3XKP,2026-01-20,13,483.85,467.8,62
LWVAYYMFT3XKP,2026-01-20,14,348.9,278.9,38
LWVAYYMFT3XKP,2026-01-20,15,236.35,197.16,27
LWVAYYMFT3XKP,2026-01-20,16,223.0,190.0,24
LWVAYYMFT3XKP,2026-01-20,17,102.4,86.81,14
LWVAYYMFT3XKP,2026-01-20,18,6.5,5.85,1
