Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LWVAYYMFT3XKP,2026-03-05,8,157.95,127.95,19
LWVAYYMFT3XKP,2026-03-05,9,245.95,199.15,21
LWVAYYMFT3XKP,2026-03-05,10,189.9,167.95,23
LWVAYYMFT3XKP,2026-03-05,11,304.45,223.85,29
LWVAYYMFT3XKP,2026-03-05,12,324.95,290.75,42
LWVAYYMFT3XKP,2026-03-05,13,575.9,522.15,76
LWVAYYMFT3XKP,2026-03-05,14,426.45,348.45,49
LWVAYYMFT3XKP,2026-03-05,15,324.95,287.0,41
LWVAYYMFT3XKP,2026-03-05,16,362.5,345.35,35
LWVAYYMFT3XKP,2026-03-05,17,250.4,200.55,28
LWVAYYMFT3XKP,2026-03-05,18,15.9,0.0,0
