Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LWVAYYMFT3XKP,2026-03-24,8,104.5,77.9,13
LWVAYYMFT3XKP,2026-03-24,9,219.5,189.15,26
LWVAYYMFT3XKP,2026-03-24,10,217.0,178.5,28
LWVAYYMFT3XKP,2026-03-24,11,257.45,224.95,35
LWVAYYMFT3XKP,2026-03-24,12,243.0,199.45,27
LWVAYYMFT3XKP,2026-03-24,13,415.4,407.75,58
LWVAYYMFT3XKP,2026-03-24,14,236.0,211.4,31
LWVAYYMFT3XKP,2026-03-24,15,247.0,235.95,31
LWVAYYMFT3XKP,2026-03-24,16,252.0,253.15,30
LWVAYYMFT3XKP,2026-03-24,17,160.5,118.0,11
LWVAYYMFT3XKP,2026-03-24,18,13.0,0.0,0
