Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LWVAYYMFT3XKP,2026-01-22,8,105.5,86.25,15
LWVAYYMFT3XKP,2026-01-22,9,229.85,173.06,21
LWVAYYMFT3XKP,2026-01-22,10,185.5,140.7,19
LWVAYYMFT3XKP,2026-01-22,11,151.95,128.55,16
LWVAYYMFT3XKP,2026-01-22,12,250.45,221.35,33
LWVAYYMFT3XKP,2026-01-22,13,426.85,388.75,52
LWVAYYMFT3XKP,2026-01-22,14,291.45,233.85,31
LWVAYYMFT3XKP,2026-01-22,15,180.45,125.65,17
LWVAYYMFT3XKP,2026-01-22,16,202.95,179.95,24
LWVAYYMFT3XKP,2026-01-22,17,105.4,82.1,11
