Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LWVAYYMFT3XKP,2026-03-16,8,121.0,117.3,18
LWVAYYMFT3XKP,2026-03-16,9,136.45,125.25,18
LWVAYYMFT3XKP,2026-03-16,10,91.4,70.4,10
LWVAYYMFT3XKP,2026-03-16,11,307.0,261.2,35
LWVAYYMFT3XKP,2026-03-16,12,286.45,284.86,38
LWVAYYMFT3XKP,2026-03-16,13,256.45,221.4,35
LWVAYYMFT3XKP,2026-03-16,14,196.95,174.7,23
LWVAYYMFT3XKP,2026-03-16,15,167.4,147.15,16
LWVAYYMFT3XKP,2026-03-16,16,199.35,154.56,22
LWVAYYMFT3XKP,2026-03-16,17,84.45,65.8,11
LWVAYYMFT3XKP,2026-03-16,18,4.5,4.5,1
