Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LWVAYYMFT3XKP,2026-02-17,7,5.0,0.0,0
LWVAYYMFT3XKP,2026-02-17,8,120.0,71.0,11
LWVAYYMFT3XKP,2026-02-17,9,193.0,122.8,18
LWVAYYMFT3XKP,2026-02-17,10,218.0,183.45,21
LWVAYYMFT3XKP,2026-02-17,11,244.5,244.55,35
LWVAYYMFT3XKP,2026-02-17,12,395.0,334.7,34
LWVAYYMFT3XKP,2026-02-17,13,518.5,433.95,56
LWVAYYMFT3XKP,2026-02-17,14,318.0,278.4,33
LWVAYYMFT3XKP,2026-02-17,15,199.45,178.65,23
LWVAYYMFT3XKP,2026-02-17,16,186.5,180.55,26
LWVAYYMFT3XKP,2026-02-17,17,149.35,94.9,14
