Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LWVAYYMFT3XKP,2026-02-13,8,95.95,58.45,9
LWVAYYMFT3XKP,2026-02-13,9,146.4,70.0,10
LWVAYYMFT3XKP,2026-02-13,10,130.45,112.8,12
LWVAYYMFT3XKP,2026-02-13,11,211.0,173.65,18
LWVAYYMFT3XKP,2026-02-13,12,251.5,245.9,30
LWVAYYMFT3XKP,2026-02-13,13,426.95,413.45,47
LWVAYYMFT3XKP,2026-02-13,14,322.4,289.05,33
LWVAYYMFT3XKP,2026-02-13,15,175.95,151.35,25
LWVAYYMFT3XKP,2026-02-13,16,248.5,233.0,32
LWVAYYMFT3XKP,2026-02-13,17,218.45,201.25,14
LWVAYYMFT3XKP,2026-02-13,18,34.0,0.0,0
