Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LWVAYYMFT3XKP,2026-01-27,8,82.0,88.0,14
LWVAYYMFT3XKP,2026-01-27,9,181.9,116.1,15
LWVAYYMFT3XKP,2026-01-27,10,144.95,136.65,18
LWVAYYMFT3XKP,2026-01-27,11,223.0,211.8,27
LWVAYYMFT3XKP,2026-01-27,12,188.95,174.85,26
LWVAYYMFT3XKP,2026-01-27,13,286.45,256.2,35
LWVAYYMFT3XKP,2026-01-27,14,211.4,178.9,24
LWVAYYMFT3XKP,2026-01-27,15,248.5,172.5,23
LWVAYYMFT3XKP,2026-01-27,16,187.5,178.05,25
LWVAYYMFT3XKP,2026-01-27,17,123.0,125.7,15
LWVAYYMFT3XKP,2026-01-27,18,6.5,0.0,0
