Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LWVAYYMFT3XKP,2026-03-19,8,160.0,149.4,24
LWVAYYMFT3XKP,2026-03-19,9,199.5,185.5,26
LWVAYYMFT3XKP,2026-03-19,10,183.45,155.56,20
LWVAYYMFT3XKP,2026-03-19,11,293.95,253.05,32
LWVAYYMFT3XKP,2026-03-19,12,416.4,362.65,44
LWVAYYMFT3XKP,2026-03-19,13,613.5,575.35,78
LWVAYYMFT3XKP,2026-03-19,14,366.0,349.85,46
LWVAYYMFT3XKP,2026-03-19,15,282.0,276.65,43
LWVAYYMFT3XKP,2026-03-19,16,200.5,182.85,22
LWVAYYMFT3XKP,2026-03-19,17,207.5,215.65,30
LWVAYYMFT3XKP,2026-03-19,18,6.5,5.85,1
