Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LK2EMH64185DE,2026-02-13,8,103.95,87.45,9
LK2EMH64185DE,2026-02-13,9,216.9,171.8,18
LK2EMH64185DE,2026-02-13,10,208.45,179.6,22
LK2EMH64185DE,2026-02-13,11,365.8,322.55,37
LK2EMH64185DE,2026-02-13,12,331.0,304.0,39
LK2EMH64185DE,2026-02-13,13,460.5,439.45,57
LK2EMH64185DE,2026-02-13,14,544.4,498.35,58
LK2EMH64185DE,2026-02-13,15,248.4,229.42,34
LK2EMH64185DE,2026-02-13,16,392.0,344.0,31
LK2EMH64185DE,2026-02-13,17,415.85,403.25,36
LK2EMH64185DE,2026-02-13,18,130.0,121.95,18
