Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LK2EMH64185DE,2025-10-07,8,172.5,172.0,22
LK2EMH64185DE,2025-10-07,9,135.5,130.0,22
LK2EMH64185DE,2025-10-07,10,197.5,192.5,27
LK2EMH64185DE,2025-10-07,11,252.0,263.0,29
LK2EMH64185DE,2025-10-07,12,325.0,325.65,36
LK2EMH64185DE,2025-10-07,13,621.0,644.7,81
LK2EMH64185DE,2025-10-07,14,573.0,581.1,65
LK2EMH64185DE,2025-10-07,15,377.0,381.0,48
LK2EMH64185DE,2025-10-07,16,282.0,280.45,43
LK2EMH64185DE,2025-10-07,17,344.5,347.2,36
LK2EMH64185DE,2025-10-07,18,192.0,197.1,31
