Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LK2EMH64185DE,2026-03-24,8,196.5,184.85,26
LK2EMH64185DE,2026-03-24,9,233.2,206.56,30
LK2EMH64185DE,2026-03-24,10,206.95,192.05,24
LK2EMH64185DE,2026-03-24,11,270.95,260.2,30
LK2EMH64185DE,2026-03-24,12,349.4,307.6,39
LK2EMH64185DE,2026-03-24,13,656.75,610.45,76
LK2EMH64185DE,2026-03-24,14,436.9,424.07,63
LK2EMH64185DE,2026-03-24,15,389.85,357.3,48
LK2EMH64185DE,2026-03-24,16,291.95,268.4,33
LK2EMH64185DE,2026-03-24,17,235.9,233.75,23
LK2EMH64185DE,2026-03-24,18,116.0,122.3,15
