Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LK2EMH64185DE,2026-01-19,8,105.5,106.5,12
LK2EMH64185DE,2026-01-19,9,78.4,84.4,10
LK2EMH64185DE,2026-01-19,10,131.95,88.3,12
LK2EMH64185DE,2026-01-19,11,109.9,107.15,16
LK2EMH64185DE,2026-01-19,12,279.0,274.55,40
LK2EMH64185DE,2026-01-19,13,240.0,236.0,36
LK2EMH64185DE,2026-01-19,14,321.4,314.6,41
LK2EMH64185DE,2026-01-19,15,296.5,282.3,37
LK2EMH64185DE,2026-01-19,16,145.0,148.1,23
LK2EMH64185DE,2026-01-19,17,111.45,99.6,15
LK2EMH64185DE,2026-01-19,18,85.0,84.45,12
