Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LK2EMH64185DE,2025-10-04,8,10.0,0.0,0
LK2EMH64185DE,2025-10-04,9,154.5,146.1,21
LK2EMH64185DE,2025-10-04,10,221.0,224.9,34
LK2EMH64185DE,2025-10-04,11,457.0,452.45,57
LK2EMH64185DE,2025-10-04,12,658.5,668.15,68
LK2EMH64185DE,2025-10-04,13,702.0,707.7,75
LK2EMH64185DE,2025-10-04,14,596.0,583.15,77
LK2EMH64185DE,2025-10-04,15,510.5,509.15,61
LK2EMH64185DE,2025-10-04,16,507.5,521.35,68
LK2EMH64185DE,2025-10-04,17,288.5,298.25,45
LK2EMH64185DE,2025-10-04,18,251.0,255.9,29
