Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LK2EMH64185DE,2026-03-14,9,121.4,103.4,14
LK2EMH64185DE,2026-03-14,10,326.5,329.3,33
LK2EMH64185DE,2026-03-14,11,556.35,551.55,70
LK2EMH64185DE,2026-03-14,12,571.2,567.2,66
LK2EMH64185DE,2026-03-14,13,614.45,572.25,77
LK2EMH64185DE,2026-03-14,14,718.95,690.55,89
LK2EMH64185DE,2026-03-14,15,754.95,738.3,87
LK2EMH64185DE,2026-03-14,16,723.7,716.25,85
LK2EMH64185DE,2026-03-14,17,537.45,536.35,68
LK2EMH64185DE,2026-03-14,18,198.0,201.3,26
LK2EMH64185DE,2026-03-14,19,7.0,0.0,0
