Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LK2EMH64185DE,2026-01-05,8,82.95,69.1,11
LK2EMH64185DE,2026-01-05,9,102.0,96.75,16
LK2EMH64185DE,2026-01-05,10,108.0,96.65,13
LK2EMH64185DE,2026-01-05,11,91.5,97.75,12
LK2EMH64185DE,2026-01-05,12,201.0,176.9,20
LK2EMH64185DE,2026-01-05,13,311.0,308.0,35
LK2EMH64185DE,2026-01-05,14,228.9,167.45,27
LK2EMH64185DE,2026-01-05,15,96.0,86.4,10
LK2EMH64185DE,2026-01-05,16,93.45,63.35,10
LK2EMH64185DE,2026-01-05,17,154.95,125.95,13
LK2EMH64185DE,2026-01-05,18,38.0,19.0,3
