Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LK2EMH64185DE,2026-03-06,8,71.0,68.25,9
LK2EMH64185DE,2026-03-06,9,157.45,160.25,20
LK2EMH64185DE,2026-03-06,10,206.45,199.55,24
LK2EMH64185DE,2026-03-06,11,310.35,282.7,36
LK2EMH64185DE,2026-03-06,12,512.95,497.95,58
LK2EMH64185DE,2026-03-06,13,411.5,401.25,60
LK2EMH64185DE,2026-03-06,14,329.95,307.2,36
LK2EMH64185DE,2026-03-06,15,337.9,279.85,30
LK2EMH64185DE,2026-03-06,16,255.5,218.05,28
LK2EMH64185DE,2026-03-06,17,104.95,81.1,13
LK2EMH64185DE,2026-03-06,18,149.0,126.3,19
