Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LQ4TFTDQYXY3D,2026-03-21,8,58.45,56.45,8
LQ4TFTDQYXY3D,2026-03-21,9,88.95,91.95,11
LQ4TFTDQYXY3D,2026-03-21,10,91.0,90.3,14
LQ4TFTDQYXY3D,2026-03-21,11,160.45,137.1,20
LQ4TFTDQYXY3D,2026-03-21,12,265.0,253.7,31
LQ4TFTDQYXY3D,2026-03-21,13,281.95,256.35,36
LQ4TFTDQYXY3D,2026-03-21,14,407.45,372.85,45
LQ4TFTDQYXY3D,2026-03-21,15,313.5,292.85,38
LQ4TFTDQYXY3D,2026-03-21,16,430.45,392.35,41
LQ4TFTDQYXY3D,2026-03-21,17,242.95,202.45,28
LQ4TFTDQYXY3D,2026-03-21,18,237.95,209.0,24
LQ4TFTDQYXY3D,2026-03-21,19,194.5,170.1,22
