Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LQ4TFTDQYXY3D,2026-02-02,7,46.0,45.4,9
LQ4TFTDQYXY3D,2026-02-02,8,129.5,121.5,22
LQ4TFTDQYXY3D,2026-02-02,9,81.5,78.0,14
LQ4TFTDQYXY3D,2026-02-02,10,145.0,124.25,24
LQ4TFTDQYXY3D,2026-02-02,11,140.95,116.75,17
LQ4TFTDQYXY3D,2026-02-02,12,191.9,154.7,25
LQ4TFTDQYXY3D,2026-02-02,13,502.5,471.4,48
LQ4TFTDQYXY3D,2026-02-02,14,231.45,205.85,34
LQ4TFTDQYXY3D,2026-02-02,15,272.4,260.1,41
LQ4TFTDQYXY3D,2026-02-02,16,153.0,142.5,20
LQ4TFTDQYXY3D,2026-02-02,17,194.5,177.8,16
LQ4TFTDQYXY3D,2026-02-02,18,121.5,114.1,14
LQ4TFTDQYXY3D,2026-02-02,19,64.0,57.5,8
