Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LQ4TFTDQYXY3D,2026-03-20,7,56.95,56.55,9
LQ4TFTDQYXY3D,2026-03-20,8,196.45,146.4,25
LQ4TFTDQYXY3D,2026-03-20,9,171.5,161.5,27
LQ4TFTDQYXY3D,2026-03-20,10,112.5,108.5,15
LQ4TFTDQYXY3D,2026-03-20,11,191.5,163.75,24
LQ4TFTDQYXY3D,2026-03-20,12,261.45,221.25,27
LQ4TFTDQYXY3D,2026-03-20,13,271.5,262.4,39
LQ4TFTDQYXY3D,2026-03-20,14,321.9,288.65,32
LQ4TFTDQYXY3D,2026-03-20,15,247.95,233.95,34
LQ4TFTDQYXY3D,2026-03-20,16,200.9,194.85,21
LQ4TFTDQYXY3D,2026-03-20,17,136.5,134.5,17
LQ4TFTDQYXY3D,2026-03-20,18,178.5,158.3,13
LQ4TFTDQYXY3D,2026-03-20,19,166.95,168.65,24
