Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LQ4TFTDQYXY3D,2026-01-14,6,8.5,0.0,0
LQ4TFTDQYXY3D,2026-01-14,7,58.95,17.8,3
LQ4TFTDQYXY3D,2026-01-14,8,146.5,126.25,18
LQ4TFTDQYXY3D,2026-01-14,9,122.5,92.25,16
LQ4TFTDQYXY3D,2026-01-14,10,143.0,127.5,17
LQ4TFTDQYXY3D,2026-01-14,11,167.0,138.0,20
LQ4TFTDQYXY3D,2026-01-14,12,285.5,274.05,40
LQ4TFTDQYXY3D,2026-01-14,13,280.95,271.45,35
LQ4TFTDQYXY3D,2026-01-14,14,232.0,219.75,29
LQ4TFTDQYXY3D,2026-01-14,15,397.45,339.0,42
LQ4TFTDQYXY3D,2026-01-14,16,286.95,295.3,23
LQ4TFTDQYXY3D,2026-01-14,17,144.5,130.75,19
LQ4TFTDQYXY3D,2026-01-14,18,65.45,65.3,9
LQ4TFTDQYXY3D,2026-01-14,19,30.5,36.5,4
