Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LQ4TFTDQYXY3D,2026-03-10,7,38.45,38.45,6
LQ4TFTDQYXY3D,2026-03-10,8,95.5,96.5,17
LQ4TFTDQYXY3D,2026-03-10,9,169.0,179.4,28
LQ4TFTDQYXY3D,2026-03-10,10,61.95,61.3,10
LQ4TFTDQYXY3D,2026-03-10,11,136.9,123.55,18
LQ4TFTDQYXY3D,2026-03-10,12,204.0,165.5,24
LQ4TFTDQYXY3D,2026-03-10,13,299.85,272.25,35
LQ4TFTDQYXY3D,2026-03-10,14,295.0,264.5,29
LQ4TFTDQYXY3D,2026-03-10,15,273.95,270.5,39
LQ4TFTDQYXY3D,2026-03-10,16,119.5,109.8,19
LQ4TFTDQYXY3D,2026-03-10,17,171.9,126.8,17
LQ4TFTDQYXY3D,2026-03-10,18,193.0,174.35,23
LQ4TFTDQYXY3D,2026-03-10,19,108.0,102.5,8
