Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LQ4TFTDQYXY3D,2026-01-28,7,38.9,32.0,6
LQ4TFTDQYXY3D,2026-01-28,8,93.45,85.45,16
LQ4TFTDQYXY3D,2026-01-28,9,211.95,197.2,31
LQ4TFTDQYXY3D,2026-01-28,10,160.5,151.35,19
LQ4TFTDQYXY3D,2026-01-28,11,129.0,124.1,18
LQ4TFTDQYXY3D,2026-01-28,12,208.5,195.5,26
LQ4TFTDQYXY3D,2026-01-28,13,295.0,254.65,38
LQ4TFTDQYXY3D,2026-01-28,14,287.45,287.8,28
LQ4TFTDQYXY3D,2026-01-28,15,344.4,318.0,40
LQ4TFTDQYXY3D,2026-01-28,16,167.0,162.85,19
LQ4TFTDQYXY3D,2026-01-28,17,259.95,245.95,22
LQ4TFTDQYXY3D,2026-01-28,18,151.0,154.4,16
LQ4TFTDQYXY3D,2026-01-28,19,107.0,101.35,13
