Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LQ4TFTDQYXY3D,2026-01-12,7,27.0,6.5,1
LQ4TFTDQYXY3D,2026-01-12,8,131.5,117.2,18
LQ4TFTDQYXY3D,2026-01-12,9,105.45,86.95,17
LQ4TFTDQYXY3D,2026-01-12,10,121.5,112.75,15
LQ4TFTDQYXY3D,2026-01-12,11,126.0,106.1,15
LQ4TFTDQYXY3D,2026-01-12,12,174.95,148.55,22
LQ4TFTDQYXY3D,2026-01-12,13,205.0,190.85,28
LQ4TFTDQYXY3D,2026-01-12,14,283.95,260.45,35
LQ4TFTDQYXY3D,2026-01-12,15,335.9,326.25,48
LQ4TFTDQYXY3D,2026-01-12,16,84.0,85.0,13
LQ4TFTDQYXY3D,2026-01-12,17,121.45,100.7,17
LQ4TFTDQYXY3D,2026-01-12,18,146.5,139.85,16
LQ4TFTDQYXY3D,2026-01-12,19,89.5,90.5,9
