Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LQ4TFTDQYXY3D,2026-01-11,8,29.0,3.25,1
LQ4TFTDQYXY3D,2026-01-11,9,6.0,6.0,1
LQ4TFTDQYXY3D,2026-01-11,10,79.9,61.95,6
LQ4TFTDQYXY3D,2026-01-11,11,44.0,35.3,5
LQ4TFTDQYXY3D,2026-01-11,12,71.5,65.5,9
LQ4TFTDQYXY3D,2026-01-11,13,178.5,137.7,11
LQ4TFTDQYXY3D,2026-01-11,14,178.0,166.25,22
LQ4TFTDQYXY3D,2026-01-11,15,247.99,207.99,12
LQ4TFTDQYXY3D,2026-01-11,16,163.0,138.5,18
LQ4TFTDQYXY3D,2026-01-11,17,122.4,108.8,14
LQ4TFTDQYXY3D,2026-01-11,18,46.0,48.0,8
