Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LQ4TFTDQYXY3D,2026-03-13,7,30.95,33.95,6
LQ4TFTDQYXY3D,2026-03-13,8,173.95,156.95,21
LQ4TFTDQYXY3D,2026-03-13,9,178.95,151.65,25
LQ4TFTDQYXY3D,2026-03-13,10,145.5,131.55,21
LQ4TFTDQYXY3D,2026-03-13,11,136.9,120.15,17
LQ4TFTDQYXY3D,2026-03-13,12,175.9,164.45,25
LQ4TFTDQYXY3D,2026-03-13,13,235.0,221.5,30
LQ4TFTDQYXY3D,2026-03-13,14,247.5,249.5,26
LQ4TFTDQYXY3D,2026-03-13,15,334.2,293.1,30
LQ4TFTDQYXY3D,2026-03-13,16,179.5,121.8,21
LQ4TFTDQYXY3D,2026-03-13,17,164.95,136.35,20
LQ4TFTDQYXY3D,2026-03-13,18,154.45,150.55,23
LQ4TFTDQYXY3D,2026-03-13,19,87.5,92.5,12
