Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LQ4TFTDQYXY3D,2026-01-27,7,50.5,50.5,5
LQ4TFTDQYXY3D,2026-01-27,8,104.5,83.5,14
LQ4TFTDQYXY3D,2026-01-27,9,163.45,145.95,20
LQ4TFTDQYXY3D,2026-01-27,10,127.0,122.0,17
LQ4TFTDQYXY3D,2026-01-27,11,78.0,68.0,10
LQ4TFTDQYXY3D,2026-01-27,12,193.0,161.45,24
LQ4TFTDQYXY3D,2026-01-27,13,353.95,308.95,45
LQ4TFTDQYXY3D,2026-01-27,14,216.95,215.45,31
LQ4TFTDQYXY3D,2026-01-27,15,243.45,197.95,24
LQ4TFTDQYXY3D,2026-01-27,16,214.0,209.5,28
LQ4TFTDQYXY3D,2026-01-27,17,81.5,73.7,10
LQ4TFTDQYXY3D,2026-01-27,18,172.0,175.6,18
LQ4TFTDQYXY3D,2026-01-27,19,82.0,66.35,9
