Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LQ4TFTDQYXY3D,2026-01-06,7,42.0,2.25,1
LQ4TFTDQYXY3D,2026-01-06,8,86.5,31.5,5
LQ4TFTDQYXY3D,2026-01-06,9,172.5,103.0,18
LQ4TFTDQYXY3D,2026-01-06,10,110.5,95.5,16
LQ4TFTDQYXY3D,2026-01-06,11,107.0,81.9,13
LQ4TFTDQYXY3D,2026-01-06,12,184.0,164.8,19
LQ4TFTDQYXY3D,2026-01-06,13,401.95,310.05,37
LQ4TFTDQYXY3D,2026-01-06,14,262.5,250.25,34
LQ4TFTDQYXY3D,2026-01-06,15,176.5,134.0,17
LQ4TFTDQYXY3D,2026-01-06,16,128.5,123.85,18
LQ4TFTDQYXY3D,2026-01-06,17,95.0,97.6,13
LQ4TFTDQYXY3D,2026-01-06,18,85.95,77.45,11
LQ4TFTDQYXY3D,2026-01-06,19,111.95,82.95,9
