Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LQ4TFTDQYXY3D,2026-02-09,7,25.95,8.5,2
LQ4TFTDQYXY3D,2026-02-09,8,166.5,161.75,28
LQ4TFTDQYXY3D,2026-02-09,9,227.95,221.3,29
LQ4TFTDQYXY3D,2026-02-09,10,249.45,126.6,21
LQ4TFTDQYXY3D,2026-02-09,11,168.5,146.35,22
LQ4TFTDQYXY3D,2026-02-09,12,230.45,207.5,26
LQ4TFTDQYXY3D,2026-02-09,13,338.45,293.1,35
LQ4TFTDQYXY3D,2026-02-09,14,325.95,334.65,51
LQ4TFTDQYXY3D,2026-02-09,15,203.95,207.3,31
LQ4TFTDQYXY3D,2026-02-09,16,111.5,105.0,18
LQ4TFTDQYXY3D,2026-02-09,17,101.45,103.25,16
LQ4TFTDQYXY3D,2026-02-09,18,104.0,103.95,14
LQ4TFTDQYXY3D,2026-02-09,19,32.5,26.9,4
